Scala#1,1200,1,{ (-0.7;0.0) ; (0.3;-1.0) },5576
Scala#2,1200,1,{ (-0.7;0.0) ; (0.3;-1.0) },5416
Scala#1,1200,1,{ (-0.4;-0.5) ; (0.1;-1.0) },6128
Scala#2,1200,1,{ (-0.4;-0.5) ; (0.1;-1.0) },5500
Scala#1,1200,1,{ (-0.4;-0.6) ; (-0.2;-0.8) },6344
Scala#2,1200,1,{ (-0.4;-0.6) ; (-0.2;-0.8) },5584
Scala#1,1200,1,{ (-0.24;-0.64) ; (-0.26;-0.66) },6554
Scala#2,1200,1,{ (-0.24;-0.64) ; (-0.26;-0.66) },6982
Scala#1,1200,30,{ (-1.72;1.2) ; (1.0;-1.2) },19875
Scala#2,1200,30,{ (-1.72;1.2) ; (1.0;-1.2) },15128
Scala#1,1200,30,{ (-0.7;0.0) ; (0.3;-1.0) },27411
Scala#2,1200,30,{ (-0.7;0.0) ; (0.3;-1.0) },24088
Scala#1,1200,30,{ (-0.4;-0.5) ; (0.1;-1.0) },27581
Scala#2,1200,30,{ (-0.4;-0.5) ; (0.1;-1.0) },21348
Scala#1,1200,30,{ (-0.4;-0.6) ; (-0.2;-0.8) },24143
Scala#2,1200,30,{ (-0.4;-0.6) ; (-0.2;-0.8) },20589
Scala#1,1200,30,{ (-0.24;-0.64) ; (-0.26;-0.66) },33084
Scala#2,1200,30,{ (-0.24;-0.64) ; (-0.26;-0.66) },28477
Scala#1,1200,250,{ (-1.72;1.2) ; (1.0;-1.2) },77943
Scala#2,1200,250,{ (-1.72;1.2) ; (1.0;-1.2) },62184
Scala#1,1200,250,{ (-0.7;0.0) ; (0.3;-1.0) },182157
Scala#2,1200,250,{ (-0.7;0.0) ; (0.3;-1.0) },136147
Scala#1,1200,250,{ (-0.4;-0.5) ; (0.1;-1.0) },112548
Scala#2,1200,250,{ (-0.4;-0.5) ; (0.1;-1.0) },99588
Scala#1,1200,250,{ (-0.4;-0.6) ; (-0.2;-0.8) },77181
Scala#2,1200,250,{ (-0.4;-0.6) ; (-0.2;-0.8) },66104
Scala#1,1200,250,{ (-0.24;-0.64) ; (-0.26;-0.66) },106583
Scala#2,1200,250,{ (-0.24;-0.64) ; (-0.26;-0.66) },91233
Scala#1,1200,1000,{ (-1.72;1.2) ; (1.0;-1.2) },253907
Scala#2,1200,1000,{ (-1.72;1.2) ; (1.0;-1.2) },201564
Scala#1,1200,1000,{ (-0.7;0.0) ; (0.3;-1.0) },710215
Scala#2,1200,1000,{ (-0.7;0.0) ; (0.3;-1.0) },513174
Scala#1,1200,1000,{ (-0.4;-0.5) ; (0.1;-1.0) },452648
Scala#2,1200,1000,{ (-0.4;-0.5) ; (0.1;-1.0) },347378
Scala#1,1200,1000,{ (-0.4;-0.6) ; (-0.2;-0.8) },207563
Scala#2,1200,1000,{ (-0.4;-0.6) ; (-0.2;-0.8) },183956
Scala#1,1200,1000,{ (-0.24;-0.64) ; (-0.26;-0.66) },204270
Scala#2,1200,1000,{ (-0.24;-0.64) ; (-0.26;-0.66) },165302
Scala#1,1200,2000,{ (-1.72;1.2) ; (1.0;-1.2) },496900
